Title,Type,Volumes,Members,Score
"Kagonashi Reijou no Chiisana Mura: Saa, Ryouchi Unei wo Hajimemashou!",Manga,NULL,654,6.6
Ghost Logic,One-shot,NULL,1483,6.6
Imouto e,One-shot,NULL,546,6.6
Pocket Monsters Zensho,Manga,1,542,6.6
Nanatsu no Maken ga Shihai suru,Manga,NULL,2672,6.6
Saber Marionette J,Manga,5,1774,6.6
Amayadori wa Bus Tei de,Manga,1,2617,6.6
Nousatsu Cream,Manga,1,760,6.6
Ayashikotogatari,Manga,3,1595,6.6
Monster Streamer for Gods,Manhwa,NULL,1044,6.6
Tamara,Manga,1,974,6.6
First Love: Anata ga Watashi wo Sabishiku Saseru,Manga,1,914,6.6
Sacchi sarenai Rule Breaker,Manga,NULL,1049,6.6
Mitsukubi Condor,Manga,3,738,6.6
Bikini!,Manga,2,477,6.6
Sora yori Takaku,Manga,27,584,6.6
Koakuma Meringue,Manga,1,1101,6.6
Zangekikan,Manga,10,1822,6.6
Cream Caramel Chocolate,Manga,1,560,6.6
Chimamire Sukeban Chainsaw,Manga,13,2777,6.6
Pandora Cube,One-shot,NULL,1377,6.6
Fire Fire Fire,Manga,2,3762,6.6
Kagaku na Yatsura,Manga,6,3321,6.6
Diabolik Lovers: Prequel,Manga,1,2997,6.6
Ousama wa Shitsuji-sama,Manga,1,2441,6.6
Hokenshitsu no Tsumuri-san,Manga,2,425,6.6
Bad Boy,Manhwa,NULL,665,6.6
Tennen Bitter Chocolate,Manga,3,398,6.6
Danshi Toilet de Machiawase,Manga,1,2960,6.6
Heroine Voice,Manga,2,713,6.6
Mangaka Isekai Shuzai Ryokou,One-shot,NULL,226,6.6
Ourou,Manga,1,4128,6.6
Tenshi no Su,Manga,1,603,6.6
"Yoki, Koto, Kiku.",Manga,1,1036,6.6
Miss,Manga,2,412,6.6
Setsuna no Rakuen,Manga,1,898,6.6
Pochapocha Suiei-bu,Manga,5,962,6.6
"Hachi-nan tte, Sore wa Nai deshou!",Manga,NULL,11449,6.6
"It Was a Mistake, Grand Duke!",Manhwa,NULL,897,6.6
Akuma Yashiki no Kyouikugakari,One-shot,NULL,382,6.6
Kuromori-san wa Smartphone ga Tsukaenai,Manga,3,2170,6.6
Kakuriyo Monogatari,Manga,8,661,6.6
Code Geass: Hankou no Suzaku,Manga,2,5900,6.6
Heart no Present,One-shot,NULL,411,6.6
Lore no Mori,Manga,1,1796,6.6
Shikigami,One-shot,NULL,250,6.6
Kono Sekai ga Game da to Ore dake ga Shitteiru,Manga,NULL,3429,6.6
No Bra,Manga,5,9266,6.6
Shitsujisama to Himegoto,Manga,2,663,6.6
Oujougiwa no Imi wo Shire!,Manga,NULL,804,6.6
Gakuen Police,Manga,2,2040,6.6
Goukon Aite wa Nikushoku Keikan!NULL,Manga,NULL,756,6.6
Gemini,Manga,NULL,338,6.6
"Mask Hazushite yo, Ishikawa-san",Manga,NULL,1317,6.6
Yakushoku Distopiary,Manga,5,12547,6.6
Subete no Jidai wo Tsuujite no Satsujinjutsu,Manga,1,670,6.6
Dream Life: Yume no Isekai Seikatsu,Manga,NULL,554,6.6
Ningyo Hime to Ouji-sama,One-shot,NULL,892,6.6
Ikenai Kanojo no Otetsudai,Manga,3,2784,6.6
Henshin Ninja Arashi,Manga,3,397,6.6
"Maou Gakuen no Hangyakusha: Jinrui Hatsu no Maou Kouhou, Kenzoku Shoujo to Ouza wo Mezashite Nariagaru",Manga,NULL,6645,6.6
Eroge no Taiyou,Manga,4,2153,6.6
Love CaféNULL,Manga,1,446,6.6
Botabota,Manga,1,6790,6.6
Kanojo no Kagi wo Akeru Houhou,Manga,9,7942,6.6
Caster & Mild,Manga,1,281,6.6
Roundabout,One-shot,NULL,704,6.6
Bara wo Karasu Te de Boku wo dake,One-shot,NULL,805,6.6
Tokyo Babel,Manga,3,1022,6.6
"Nii-chan, Icchatte!",Manga,1,431,6.6
Wedding Peach,Manga,6,2268,6.6
Manuke na FPS Player ga Isekai e Ochita Baai,Manga,NULL,7225,6.6
Minotauros no Omoibito,Manga,2,1034,6.6
Girl Meets Girl,Doujinshi,1,387,6.6
"Zoku 11-nin Iru!: Higashi no Chihei, Nishi no Towa",Manga,1,640,6.6
Sakura Omoi,One-shot,NULL,417,6.6
Fukushuu Kyoushitsu,Manga,7,17631,6.6
Namida no Memory,One-shot,NULL,409,6.6
Boku no Heya ga Dungeon no Kyuukeijo ni Natteshimatta Ken,Manga,7,10419,6.6
I Want to Know You,Manga,1,712,6.6
"Haisha-san, Atattemasu!",One-shot,NULL,520,6.6
"Chuu-Boss-san Level 99, Saikyou no Buka-tachi to Tomoni Nishuume Totsunyuu!",Manga,NULL,790,6.6
Koi wa Hito no Hoka,Manga,3,3901,6.6
La La La Hallelujah!,Manga,2,361,6.6
I Don't Love You Anymore,Manhwa,NULL,1119,6.6
Outaishihi ni nante Naritakunai!!,Manga,NULL,1235,6.6
Viskeith no Akai Ningyou,One-shot,NULL,1063,6.6
Karada de Shibaranaide★,Manga,1,451,6.6
Saisoku Musou no B-kyuu Mahoutsukai: Ippatsu Utareru Mae ni Senpatsu Uchikaesu!,Manga,NULL,497,6.6
Mainichi Kiss shite Ii desu kaNULL,Manga,4,5010,6.6
Eguchi-kun wa Minogasanai,Manga,4,3998,6.6
Baby.,Manhua,5,646,6.6
Shinwa Ponchi,Manga,2,1259,6.6
The Legendary Return,Manhwa,NULL,1108,6.6
Wāq Wāq,Manga,4,2289,6.6
Hot Milk,Manga,2,2118,6.6
Erotic Horror,Manga,1,1810,6.59
Zenaku no Kuzu,Manga,5,1161,6.59
Chocolate Christmas,Manga,1,904,6.59
Koutei-tsuki Nyokan wa Hanayome toshite Nozomarechuu,Manga,NULL,642,6.59
Toshi to Mahou wa Kiss Shidai,Manga,4,1332,6.59
Kyupiko!: Fushimatsu Tenshi no Mismanagement,Manga,5,687,6.59
Cherry x Cherry,Manga,2,2192,6.59
Agreement of the Glass Shoes,Manhua,2,616,6.59
Snow Gift,One-shot,NULL,434,6.59
Kamisama bakari Koi wo Suru,Manga,2,1734,6.59
Koko ni Iru Suiren,Manga,1,608,6.59
Hagane,Manga,16,526,6.59
Kinjo no Nanako-san,Manga,3,2482,6.59
Kawaii kara Giri Yuruseru,Manga,3,473,6.59
Neji to Lantern,Manga,1,384,6.59
Triangle,One-shot,NULL,554,6.59
Mahou no Kagami ni Sasayaite,Manga,1,505,6.59
Mikami-san wo Furimukasetai,One-shot,NULL,1003,6.59
Gin no Kaze,Manga,1,630,6.59
The Legend of Soma,Manhwa,15,569,6.59
Akuma ni Chic x Hack,Manga,2,1112,6.59
Eden,Manga,1,892,6.59
My Sweet Home,Manga,1,356,6.59
Koisuru Ookami to Mille-Feuille,Manga,4,844,6.59
Uwasa no Risky Boy,Manga,1,274,6.59
Orc Eiyuu Monogatari: Sontaku Retsuden,Manga,NULL,1800,6.59
Canaria Child,Manga,1,1669,6.59
Ao no Rettou,Manga,NULL,423,6.59
Sakura Hira Hira,One-shot,NULL,616,6.59
Suicide Line,Manga,3,442,6.59
Mikake no Nijuusei,Manga,1,1004,6.59
Natsu no Zangai,Manga,1,501,6.59
Obito no Hime to Kubinashi Kishi,Manga,1,2274,6.59
Recast,Manhwa,6,512,6.59
Otome Cake,Manga,1,970,6.59
Heal & Squeeze: Iyashite Shiboritore!,Manga,NULL,714,6.59
Samadhi,Manhwa,NULL,381,6.59
Amakute Zurui Wana no Naka,Manga,1,2452,6.59
Oooku no Sakura: Gendai Oooku Jogakuin,Manga,1,497,6.59
The Newlywed Diary of a Witch and a Dragon,Manhwa,NULL,1319,6.59
Zen Martial Arts Academy,Manhwa,4,6097,6.59
Koisuru Yankee Girl,Manga,5,9596,6.59
Grappler Baki Gaiden,Manga,1,1169,6.59
Nanjou-san wa Boku ni Dakaretai,Manga,NULL,969,6.59
Watashi wa Otonashiku Kiesaru Koto ni Shimasu,Manga,NULL,662,6.59
Sky Claw,One-shot,NULL,606,6.59
Unicorn to Sabishigariya Shoujo,Manga,NULL,1212,6.59
Ouji-sama ni Nemurihime no Kiss wo,One-shot,NULL,491,6.59
Taka to Tonbi to Aburaage,Manga,1,236,6.59
Tokyo Kettou Kanjousen,Manga,NULL,1092,6.59
Mousou Kikou: Adolescence Avatar,Manga,1,1164,6.59
Majo no Kishi,Manga,1,527,6.59
Yuki to Sumi,Manga,1,4933,6.59
Kawaii Akuma,Manga,1,862,6.59
Rengoku no Cartagra,Manga,2,1262,6.59
Eien wa Irenai,Manga,1,508,6.59
Isekai ni Kita Mitai dakedo Dou Sureba Ii no Darou,Manga,NULL,2823,6.59
Gokujou Bitter Shounen,Manga,1,659,6.59
Wakaba no: Shounenki,Manga,1,510,6.59
I Regressed to My Ruined Family,Manhwa,NULL,1388,6.59
"Akuyaku Reijou, Godome no Jinsei wo Jaryuu to Ikiru.: Hametsu no Jaryuu wa Hanayome wo Amayaka shitai",Manga,4,351,6.59
Namida no Tantanmen,One-shot,NULL,684,6.59
Seven Sisters,Manga,NULL,1715,6.59
Jesus,Manga,2,631,6.59
Hikaru to Hikari,Manga,2,845,6.59
I've Been Proposed to By a Villain,Manhwa,NULL,1164,6.59
Shiroi Veil wa Itsuwari no Iro,Manga,1,447,6.59
Ore no Kanojo to Osananajimi ga Shuraba sugiru+H,Manga,2,3031,6.59
Mach GoGoGo,Manga,2,1095,6.59
Mucchan wa Keppaku desu,One-shot,NULL,363,6.59
BX,Manga,1,899,6.59
Boyfriend,Doujinshi,1,1185,6.59
Rui-Rui,Manga,2,653,6.59
Just Be Friends,Manga,1,915,6.59
Ace-kun no Tonari.,Manga,1,426,6.59
Kekkon ga Zentei no Love Comedy,Manga,2,1131,6.59
Puchi Puchi Tantan Puchi Tantan,Manga,3,499,6.59
Aosora,One-shot,NULL,514,6.59
Me no Tsukedokoro ga Deep Desho,Manga,3,1000,6.59
Kimi no Kureru Mazui Ame: Fuyumushi Kaiko Sakuhinshuu,Manga,1,629,6.59
Virgin Night,Manga,2,512,6.59
Love -Motto Aishite-,Manga,1,629,6.59
Athena Complex,Manhwa,NULL,408,6.59
Seijou Kouchakan no Jijou,Manga,1,1805,6.59
Tejina-senpai,Manga,8,14259,6.59
Hanasaku Bokura no Koiwazurai,Manga,1,353,6.59
"Good-bye, My 19 year Old Self",Manhwa,NULL,1078,6.59
Glass Taion Shoukougun,Manga,1,660,6.59
China Girl,Manga,1,3247,6.59
"Reiko no Fuugi: Akuyaku Reijou to Yobareteimasu ga, Tada no Binbou Musume desu",Manga,NULL,794,6.59
Chikan Saresou ni Natteiru S-kyuu Bishoujo wo Tasuketara Tonari no Seki no Osananajimi datta,Manga,NULL,8644,6.59
Now Loading...!,Manga,1,2900,6.59
Oujo-sama to Bodyguard,Manga,1,326,6.59
The SSS-Rank Hunter's Lucky Draw,Manhwa,NULL,1945,6.59
"Jitsu wa Ore, Saikyou deshitaNULL",Manga,NULL,12855,6.59
He~nshin!!: Sonata Birdie Rush,Manga,5,1241,6.59
Jigoku no Gouka de Yakare Tsuzuketa Shounen. Saikyou no Honootsukai to Natte Fukkatsu suru.,Manga,8,3459,6.59
Ore to Kanojo no Moeyo Pen,Manga,2,2317,6.59
Stage S,Manga,NULL,2371,6.59
Bunretsu Lover,Manga,6,1060,6.59
Go! Virginal Hanayuuki,Manga,2,431,6.59
Nemureru Hoshi,Manga,4,1065,6.59
Isekai Death Game ni Tensou sarete Tsurai,Manga,3,5227,6.59
Midori-kun wa Junjou,Manga,NULL,674,6.59
Mikazuki Kottouhinten no Kanban Neko,Manga,1,617,6.58
Pure Trance,Manga,1,1202,6.58
.hack//Alcor: Hagun no Jokyoku,Manga,1,2520,6.58
Space Ship EE,Manga,1,656,6.58
Tensei Youjo wa Akiramenai,Manga,NULL,1008,6.58
Splatoon,Manga,NULL,3282,6.58
Onna no Hadaka wo Nama de Mitai,Doujinshi,1,829,6.58
Wild Kiss,One-shot,NULL,1845,6.58
Gotouge Koyoharu Tanpenshuu,Manga,1,1979,6.58
1-nen 5-kumi Ikimonogakari,Manga,6,1789,6.58
"Tensei Kizoku, Kantei Skill de Nariagaru: Jakushou Ryouchi wo Uketsuida node, Yuushuu na Jinzai wo Fuyashiteitara, Saikyou Ryouchi ni Natteta",Manga,NULL,9901,6.58
Lili-Men,Manga,NULL,1807,6.58
Koishikawa-san wa Nikushokukei,Manga,2,1077,6.58
Toki Majutsushi no Tsuyokute New Game: Kako ni Modotte Sekai Saikyou kara Yarinaosu,Manga,NULL,735,6.58
It to Lily,One-shot,NULL,348,6.58
Koisuru Herb Shohousen,Manga,1,423,6.58
Koori-hime Kitan,One-shot,NULL,3269,6.58
Dioti Manual: Kamisama-tachi no Renai Daikou,Manga,3,2775,6.58
Dark Seed,Manga,3,382,6.58
Suki Hajimari no Kiss,Manga,1,478,6.58
Ai ga Nakutemo Kutteyukemasu.,Manga,1,567,6.58
Countdown!,Manga,2,755,6.58
Uzumaki Tokubetsu-hen: Ginga,One-shot,NULL,8591,6.58
Orthoros,One-shot,NULL,262,6.58
Karsearin: Adventures of a Red Dragon,Manhwa,NULL,451,6.58
Yume no Tsuzuki,Manga,1,431,6.58
Tengoku ni Musubu Koi,Manga,1,742,6.58
Maya no Souretsu,Manga,1,1840,6.58
Waga Na wa Nero,Manga,2,646,6.58
Umi no Mieru Yane,Manga,1,355,6.58
Blame Gakuen! And So On,Manga,1,9279,6.58
"Yuusha-sama no Osananajimi to Iu Settei no Make Heroine ni Tensei shita node, Chougoushi ni Job Change Shimasu.",Manga,NULL,1070,6.58
Jisatsuya Honpo,One-shot,NULL,609,6.58
Miyata Shoten e Youkoso!,Manga,1,803,6.58
X-Gene,Manga,3,932,6.58
Bokura no Mura ni wa Mizuumi ga Atta,Manga,1,248,6.58
"Ashita, Naisho no Kiss Shiyou",Manga,3,1832,6.58
Tokyo Renaikitan,Manga,2,518,6.58
Ikidaore mo Dekinai Konna Isekai ja,Manga,2,1534,6.58
Midnight Eye Gokuu,Manga,4,569,6.58
Diabolik Lovers: Anime Koushiki Anthology,Manga,1,1046,6.58
Binetsu Kakumei,Manga,1,802,6.58
Bokura no Koi wa Shi ni Itaru Yamai no You de,Manga,3,4776,6.58
A.,Manga,2,967,6.58
29-sai Dokushin wa Isekai de Jiyuu ni Ikita......katta.,Light-Novel,10,1017,6.58
Junai Strip,Manga,1,8015,6.58
Engeki-bu no Majo to Kishi,Manga,1,421,6.58
Hana no Utage,Manga,1,294,6.58
Urasai,Manga,5,1003,6.58
Sweet vs Home,Manga,1,575,6.58
Yadokari Honpo,One-shot,NULL,245,6.58
Hansu no Kikan,Manga,1,454,6.58
Bloody Mary,Manga,4,1592,6.58
Sakashita-senpai no Koigokoro,One-shot,NULL,1164,6.58
Rasen no Vamp,Manga,1,1798,6.58
Gekijouban Pocket Monster Diamond & Pearl: Genei no Hasha Zoroark,Manga,1,760,6.58
"Seijo ni Naru node Nidome no Jinsei wa Katteni Sasete Moraimasu: Outaishi wa, Zense de Watashi wo Futta Koibito Deshita",Manga,NULL,1501,6.58
Gin ni Naru,Manga,1,454,6.58
Pride to Ai to,Manga,1,321,6.58
Zetsubou no Trigger,One-shot,NULL,1151,6.58
Princess Prince,Manga,1,329,6.58
"Kyou kara, Kimi wo Share Shimasu",Manga,NULL,479,6.58
Samurai Flamenco: Another Days,Manga,2,1045,6.58
Giant Ojousama,Manga,NULL,548,6.58
Legendz,Manga,4,1206,6.58
Kiss made no Kyori,Manga,1,442,6.58
Himitsu no Reptiles,Manga,NULL,1764,6.58
"Hana ni, Kamitsuku",Manga,2,1143,6.58
Paladin,Manhwa,NULL,1518,6.58
16-sai: KISS,Manga,1,1451,6.58
Murabito desu ga Nani kaNULL,Manga,NULL,15673,6.58
Balance Days,One-shot,NULL,1619,6.58
Tetsumin,Manga,3,235,6.58
Tsuki no Shizumu made,Manga,2,761,6.58
Kamakiri,Manga,1,1753,6.58
Nejimaki Mano-san,Manga,1,1670,6.58
Saikyou Kensei no Mahou Shugyou: Level 99 no Status wo Tamotta Mama Level 1 kara Yarinaosu,Manga,NULL,767,6.58
"Senpai, Sore Hitokuchi Kudasai!",Manga,2,2788,6.58
Oninagi,Manga,4,878,6.58
Yume no Naka de Kimi wo Sagashite,Manga,1,710,6.58
Fujiwara Hakushaku no Junan,Manga,3,1138,6.58
Hundred,Manga,2,5192,6.58
Dungeon Seeker,Manga,4,27542,6.58
Konbini S,Manga,1,446,6.58
Saijoukai De Dakishimete,One-shot,NULL,444,6.58
The Sea Where The Siren Lives,One-shot,NULL,446,6.58
Eureka Seven nAnO,Manga,1,496,6.58
Tensei Reijou wa Shomin no Aji ni Ueteiru,Manga,NULL,600,6.58
Love Plus: Manaka Days,Manga,2,1003,6.58
Star Children,Manga,2,350,6.58
Digimon Story: Cyber Sleuth,One-shot,NULL,291,6.58
Cat Funeral,Manhwa,1,556,6.58
Fujouri na Atashitachi,Manga,2,1783,6.58
"Mayu, Matou",Manga,NULL,1814,6.58
microHUNTER,Manhwa,NULL,944,6.58
Christmas ni Omoi wo Nosete,One-shot,NULL,551,6.58
Hirune Hime: Shiranai Watashi no Monogatari,Manga,2,957,6.58
Asatte no Houkou.,Manga,5,1049,6.58
"Bouken ni, Tsuitekonaide Okaasan!: Chouka Hogo na Saikyou Dragon ni Sodaterareta Musuko, Hahaoya Douhan de Boukensha ni Naru",Manga,NULL,4561,6.58
Rad & Rinpu,One-shot,NULL,421,6.58
Omoi ga Omoi Omoi-san,Manga,6,3763,6.58
Hachi: Tokyo 23-ku,Manga,3,566,6.58
Ane no Onaka wo Fukuramaseru no wa Boku,Manga,4,1513,6.58
The Devil's Trill,Manhwa,1,524,6.58
Manyuu Hikenchou,Manga,7,2233,6.58
"A-Rank Party wo Ridatsu shita Ore wa, Moto Oshiego-tachi to Meikyuu Shinbu wo Mezasu.",Manga,NULL,2979,6.58
Kaiki! Jigoku Mandara,Manga,1,447,6.58
Shishunki na Adam: Evil Eyes,Manga,4,6882,6.58
Fukigen na Ouji-sama,Manga,1,1053,6.58
Momibaraishi,Manga,3,617,6.58
Slow Jet Coaster,Manga,3,990,6.58
Tetsuwan Birdy,Manga,1,1595,6.58
Fukushuu Kansuisha no Jinsei Nishuume Isekaitan,Light-Novel,NULL,885,6.58
Ai no Tane,One-shot,NULL,328,6.58
Eru-Eru Sister,Manga,5,1120,6.58
Haitoku wa Kegarenai,Manga,1,381,6.57
Mahou Shounen Majorian,Manga,3,488,6.57
Tokyo Ants,Manga,1,968,6.57
Itoko Doushi wa Kamo no Aji,One-shot,NULL,266,6.57
Blind Date,Manga,1,400,6.57
"Oshiete, Natsu.",One-shot,NULL,385,6.57
Missing Piece,Manga,2,590,6.57
Diabolik Lovers: Anthology Cardinal,Manga,1,997,6.57
Devil 17,Manga,6,548,6.57
"Aru Hi, Knight ni Atta nara",Manga,1,657,6.57
Moromono no Jijou,Manga,NULL,389,6.57
Isekai Kenja no Tensei Musou: Game no Chishiki de Isekai Saikyou,Manga,NULL,5352,6.57
"Watashi no Hajimete, Kimi ni Agemasu.",Manga,1,2604,6.57
Lady Beast,Manhwa,NULL,774,6.57
Para☆Izo,Manga,2,631,6.57
Agape,Manga,4,738,6.57
Angel or Villainess,Manhwa,NULL,916,6.57
Hametsu no Madouou to Golem no Banhi,Manga,2,4891,6.57
Yume no Atosaki,Manga,1,1033,6.57
Otome no Iroha!,Manga,1,2842,6.57
Gunjou Rain,One-shot,NULL,708,6.57
Kozue-chan no Koukan Nikki,One-shot,NULL,553,6.57
Yoakemono,Manga,2,1277,6.57
Maid in Japan,Manga,4,943,6.57
Shinkon-san no Ecchi na Tokoro wo Michau: Anthology Comic,Manga,1,301,6.57
Heroman,Manga,5,1081,6.57
Battle Mexia,Manga,1,868,6.57
Noah's Notes,Manga,3,3751,6.57
Lian Ai Make♥Up!,Manhua,1,836,6.57
Tengoku no Shima,Manga,3,302,6.57
Dorobou to Keiji,Manga,1,881,6.57
Isekai Kitchen: Around 30 Eiyoushi no Second Life,Manga,2,396,6.57
Sakura Yuki,Manga,1,717,6.57
Hiyama Kentarou no Ninshin,Manga,1,317,6.57
Onna Senshi tte Motenai n desu!,Manga,3,1057,6.57
Choujuu Densetsu Gestalt,Manga,8,996,6.57
Renai Shoujo Zukan,Manga,1,245,6.57
"Yuusha Party wo Tsuihou sareta Ore da ga, Ore kara Sudatte Kureta you de Ureshii....... nanode Daiseijo, Omae ni Otte Korarete wa Komaru noda gaNULL",Manga,NULL,1034,6.57
Shaolin Sisters: Reborn,Manga,4,467,6.57
Otoko no Ko Days,Manga,1,1052,6.57
"Watashi, Elite Tenshi desu ga Nankou Furaku na JK ni Komattemasu!",Manga,NULL,1438,6.57
"Rakudai Kenja no Gakuin Musou: Nidome no Tensei, S-Rank Cheat Majutsushi Boukenroku",Manga,NULL,9914,6.57
Delusional Boy,Manhwa,NULL,1008,6.57
Heaven,Manga,1,1220,6.57
Toaru Yuusha no 004,Manga,1,527,6.57
Ane Log: Moyako Neesan no Tomaranai Monologue,Manga,12,6371,6.57
Shitateya Shinikami,One-shot,NULL,393,6.57
"Sensei, Oshiete Ageru",Manga,1,1117,6.57
Futago-tachi no Shojijou,Manga,3,4438,6.57
Junk/Jewel,Doujinshi,1,269,6.57
Chohatsu BABY,Manga,1,696,6.57
Koi-iro Canvas,One-shot,NULL,435,6.57
Bokura wa Mada Hyougaki no Tochuu,Manga,1,304,6.57
I Choose the Emperor Ending,Manhwa,NULL,1170,6.57
Yumemiru Danshi wa Genjitsushugisha,Manga,NULL,2085,6.57
Jigokuren: Death Life,Manga,2,3764,6.57
Takidani Koukou Manga Club,One-shot,NULL,1952,6.57
Oishii Koi Café,Manga,1,235,6.57
Masamune-kun no Re○○○,Manga,1,1057,6.57
Super-Conductive Brains,Manga,1,3696,6.57
"Meirei, Kimi wo Hanasanai",Manga,NULL,341,6.57
Muddy,Manga,2,808,6.57
"Conveni Gotou kara Tasuketa Jimi Tenin ga, Onaji Class no Ubu de Kawaii Gal datta",Manga,NULL,676,6.57
Shousetsu Berserk: Enryuu no Kishi,Light-Novel,1,589,6.57
Crush,Doujinshi,2,411,6.57
Sister to Vampire,Manga,9,559,6.57
"Daisan Ouji wa Hakkoubutsu ni Tsuki, Chokushi Chuui!",Manga,3,469,6.57
Jigoku no Komoriuta,Manga,1,1523,6.57
Fukurami Fukuramu: Minase Mayu Sakuhinshuu,Manga,1,556,6.57
Apartmate,Manga,2,2563,6.57
17-sai no Mama,Manga,2,1086,6.57
Gozen Reiji ni Kuchizuke wo,Manga,1,1247,6.57
Misumisou,Manga,3,13541,6.57
Batsu Hare,Manga,NULL,1787,6.57
Liling-Po,Manga,9,359,6.57
Zan,Manga,2,1321,6.57
Memesis,Manga,4,2551,6.57
Koisuru Melody Musume,Manga,1,315,6.57
Blood Soul,Manga,1,2912,6.57
100-nichigo ni xxx Suru Onna Shachou to Shinnyuu Shain,Manga,NULL,306,6.57
Koi no Mizu Kudasai,Manga,1,791,6.57
"I Dream of Health, Wealth, and a Long Life",Manhwa,NULL,831,6.57
Elhanburg no Tenshi,Manga,1,1501,6.57
Tsubakizaka Tricolor,Manga,1,561,6.57
Extra Heavy Syrup,Manga,1,543,6.57
Hshs Sasero!!,Manga,3,1866,6.57
"Ingrid, the White Deer",Manhwa,NULL,425,6.57
Dragonaut: The Resonance,Manga,1,1851,6.57
Ousama no Sougiten,Manga,1,413,6.57
Albox: Towa wo Kaetara,Manga,1,888,6.57
Tonari no Baka to Tsuzuku Uso,Manga,1,1074,6.57
Dog Days,Manga,1,1300,6.57
Oni-Deka!,Manga,7,1678,6.57
Shinseiki Evangelion: Koutetsu no Girlfriend 2nd,Manga,6,9434,6.57
Kamineko Mii-chan to Neko Youhin Shoukanshi no Isekai Funtouki,Manga,NULL,630,6.57
Uchi no Ojousama no Hanashi wo Kiite Kure: Akuyaku Reijou Kouryaku Kiroku,Manga,NULL,762,6.57
Hanayashiki no Juunin-tachi,Manga,3,1918,6.57
Chotto Kawaii Iron Maiden,Manga,4,967,6.57
Silver Pole Flowers,Manga,3,629,6.57
The Fake Lady and Her Rabbit Duke,Manhwa,NULL,1034,6.57
Shiroi Majo,Manga,1,2722,6.57
Zero: Circle of Flow,Manhwa,NULL,1295,6.57
Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,Manga,NULL,7934,6.57
See No Evil,Manhwa,NULL,319,6.57
Canaria-tachi no Fune,Manga,1,1270,6.57
Danganronpa Togami,Light-Novel,3,1465,6.57
Juuni Taisen,Manga,4,3635,6.57
Kunoichi Joshikousei Otonashi-san,Manga,3,614,6.57
May no Maiden,Manga,4,787,6.57
Jinrui wa Suitai Shimashita: Nonbirishita Houkoku,Manga,1,827,6.57
"Tensei Shimashite, Genzai wa Jijo de Gozaimasu.",Manga,NULL,871,6.57
Koigokoro Telepathy,One-shot,NULL,1480,6.57
Kimi no Koto ga Suki de Ienai.,Manga,2,543,6.57
"Hirari, Bessatsu: Bukatsu Joshi Anthology - Houkago!",Manga,2,1142,6.57
Azel Seimaden - Yami no Kakan,Doujinshi,1,343,6.57
"Ore wa Mada, Honki wo Dashiteinai",Manga,NULL,1419,6.57
Gokutei Higuma,Manga,3,3184,6.57
Haru yo Koi,One-shot,NULL,6534,6.57
"Fuguushoku to Baka ni Saremashita ga, Jissai wa Sorehodo Waruku ArimasenNULL",Manga,NULL,3891,6.57
Kuzukago Mountain,One-shot,NULL,364,6.57
Sayuu Byoudou Shugi,One-shot,NULL,240,6.57
Demashita! Powerpuff Girls Z,Manga,2,1099,6.57
"Sensei, Suki.",Manga,1,2189,6.57
Kansen Rettou,Manga,1,3493,6.57
Beta-Kare,One-shot,NULL,684,6.57
Nidome no Yuusha wa Fukushuu no Michi wo Warai Ayumu,Manga,NULL,15210,6.56
Haru wa Watashi wo Baka ni Suru,Manga,1,651,6.56
Nobunaga-sensei no Osanazuma,Manga,5,945,6.56
-50kg no Cinderella,Manga,6,1008,6.56
Balance Policy,Manga,2,2962,6.56
5-ji kara 9-ji made,Manga,16,3100,6.56
Scarlet,Manga,2,2294,6.56
King of Idol,Manga,6,1069,6.56
Nemurenai Yoru no Ohanashi,Manga,1,468,6.56
Ageku no Hate no Kanon,Manga,5,996,6.56
Aida ni Hatachi,Manga,6,2233,6.56
Green.,Manga,1,1841,6.56
Kono Oneesan wa Fiction desu!NULL,Manga,8,14484,6.56
Osananajimi wa Onnanoko ni Naare,Manga,3,4768,6.56
Kisaki Kyouiku kara Nigetai Watashi,Manga,NULL,441,6.56
"Oda Nobunaga to Iu Nazo no Shokugyou ga Mahou Kenshi yori Cheat Datta node, Oukoku wo Tsukuru Koto ni Shimashita",Light-Novel,3,707,6.56
Ester De Valonia,Manga,2,585,6.56
Akumu Koushounin,Manga,1,294,6.56
Uso Tsurezure,Manga,1,1377,6.56
Gyakusatsu Kikan,Manga,3,1248,6.56
Super Family Complete,Manga,NULL,337,6.56
Yu☆Gi☆Oh! GX Tokubetsu-hen,One-shot,NULL,868,6.56
Marry Marry Me!,Manga,1,530,6.56
Joshikou dakara Safe,Manga,4,1458,6.56
Isekai Ryouridou,Manga,NULL,9453,6.56
Himegasaki Sakurako wa Kyou mo Fubin Kawaii,Manga,NULL,3058,6.56
Byousoku Zero Mile,Manga,1,1391,6.56
Kindan no Koibito,Manga,1,1595,6.56
"Hyouken no Majutsushi ga Sekai wo Suberu: Sekai Saikyou no Majutsushi de Aru Shounen wa, Majutsu Gakuin ni Nyuugaku suru",Manga,NULL,5915,6.56
Monogatari no Naka no Hito,Manga,NULL,3564,6.56
A+B,Manga,2,1103,6.56
Sakura no Ki no Shita ni wa,One-shot,NULL,443,6.56
Iinazuke Kyoutei,Manga,11,7985,6.56
Manimani,Manga,1,589,6.56
